100 24
86 67 0.673957
86 69 0.049945
86 71 0.321576
86 77 0.745529
86 78 0.447060
86 79 0.815813
86 80 0.147135
86 96 0.899058
86 99 0.073824
87 2 0.919668
87 17 0.244650
87 19 0.472157
87 22 0.691646
87 25 0.793727
87 27 0.962653
87 28 0.395248
87 34 0.881172
87 35 0.813014
87 43 0.294910
87 51 0.379431
87 54 0.240123
87 59 0.200676
87 62 0.568466
87 68 0.142150
87 96 0.784802
87 98 0.427005
87 99 0.716243
88 5 0.848864
88 17 0.468292
88 22 0.612468
88 29 0.994168
88 36 0.097082
88 38 0.869149
88 41 0.600048
88 42 0.910688
88 43 0.382230
88 56 0.406989
88 57 0.848978
88 58 0.267234
88 68 0.397247
88 72 0.519327
88 78 0.697973
88 85 0.779722
88 95 0.278614
88 97 0.270762
88 100 0.544907
89 3 0.311452
89 8 0.696952
89 18 0.857227
89 21 0.576156
89 25 0.323267
89 30 0.297472
89 33 0.884182
89 37 0.181223
89 41 0.979895
89 47 0.754108
89 50 0.507490
89 52 0.431520
89 56 0.733306
89 63 0.288342
89 68 0.716233
89 73 0.875042
89 74 0.143598
89 83 0.965426
89 93 0.137931
89 97 0.790344
90 8 0.125924
90 18 0.105964
90 21 0.960478
90 26 0.134645
90 36 0.644301
90 40 0.301243
90 44 0.279579
90 48 0.844725
90 57 0.971259
90 60 0.726563
90 69 0.398701
90 81 0.139383
90 92 0.161389
90 94 0.096583
90 97 0.415174
91 16 0.141615
91 22 0.692237
91 25 0.730310
91 32 0.269619
91 33 0.031283
91 35 0.813507
91 37 0.480789
91 39 0.200289
91 50 0.902184
91 53 0.857757
91 54 0.809369
91 56 0.780910
91 58 0.558863
91 67 0.125958
91 71 0.076331
91 72 0.625307
91 78 0.035973
91 92 0.565600
91 97 0.036649
91 98 0.505470
92 5 0.603004
92 9 0.618881
92 12 0.719004
92 13 0.825368
92 25 0.717669
92 43 0.386859
92 44 0.490651
92 45 0.590664
92 59 0.135139
92 66 0.663629
92 74 0.930358
92 79 0.451833
92 81 0.469943
92 85 0.019575
92 90 0.161389
92 91 0.565600
92 97 0.532221
93 2 0.339884
93 11 0.179126
93 17 0.218016
93 22 0.864572
93 31 0.358537
93 40 0.336856
93 53 0.388002
93 54 0.003933
93 57 0.712075
93 60 0.204852
93 61 0.282008
93 82 0.748218
93 83 0.732538
93 84 0.898283
93 89 0.137931
93 93 0.585072
93 95 0.663425
94 1 0.611102
94 2 0.341080
94 8 0.340554
94 11 0.830741
94 12 0.986764
94 18 0.590374
94 20 0.430250
94 41 0.099148
94 58 0.567583
94 62 0.721682
94 63 0.734306
94 68 0.049331
94 71 0.083382
94 73 0.985195
94 76 0.440042
94 78 0.022608
94 84 0.017803
94 90 0.096583
94 98 0.177132
94 99 0.017873
95 2 0.114607
95 19 0.755058
95 33 0.718905
95 36 0.168674
95 37 0.242429
95 39 0.679574
95 44 0.425354
95 45 0.610002
95 53 0.505393
95 55 0.603980
95 59 0.146363
95 63 0.791053
95 64 0.866700
95 67 0.070021
95 75 0.416932
95 79 0.725448
95 81 0.639350
95 88 0.278614
95 93 0.663425
95 99 0.064451
96 1 0.211177
96 5 0.119078
96 17 0.914443
96 23 0.021266
96 25 0.996770
96 26 0.797388
96 35 0.687966
96 36 0.850249
96 44 0.447783
96 47 0.892832
96 51 0.202110
96 66 0.208363
96 79 0.130845
96 82 0.213653
96 84 0.392741
96 86 0.899058
96 87 0.784802
97 4 0.084731
97 5 0.307809
97 7 0.445619
97 18 0.365690
97 20 0.684785
97 22 0.988494
97 23 0.654256
97 26 0.426195
97 32 0.928862
97 49 0.443440
97 63 0.798962
97 71 0.431052
97 82 0.010352
97 84 0.747139
97 88 0.270762
97 89 0.790344
97 90 0.415174
97 91 0.036649
97 92 0.532221
97 98 0.332114
97 99 0.991242
98 3 0.293800
98 12 0.927750
98 15 0.889661
98 19 0.968025
98 24 0.110040
98 39 0.958648
98 52 0.531898
98 57 0.662108
98 68 0.621099
98 71 0.555299
98 81 0.865197
98 87 0.427005
98 91 0.505470
98 94 0.177132
98 97 0.332114
99 8 0.138795
99 11 0.948651
99 16 0.030513
99 20 0.607865
99 24 0.926088
99 58 0.878683
99 61 0.139073
99 68 0.915412
99 69 0.945046
99 76 0.423414
99 80 0.612742
99 81 0.645904
99 86 0.073824
99 87 0.716243
99 94 0.017873
99 95 0.064451
99 97 0.991242
99 100 0.580251
100 12 0.622678
100 13 0.278728
100 18 0.170688
100 20 0.247700
100 27 0.705583
100 50 0.653265
100 53 0.457349
100 55 0.391936
100 61 0.102948
100 64 0.253223
100 66 0.567906
100 69 0.970520
100 76 0.145862
100 77 0.169052
100 88 0.544907
100 99 0.580251
