100 24
88 80 0.194523
88 82 0.462383
88 83 0.263411
88 89 0.667048
88 96 0.234781
89 9 0.786059
89 10 0.862486
89 12 0.881206
89 18 0.389889
89 23 0.480644
89 30 0.513947
89 33 0.316607
89 35 0.585842
89 38 0.466777
89 43 0.141201
89 54 0.081091
89 56 0.376317
89 57 0.995178
89 61 0.259668
89 62 0.158269
89 69 0.180186
89 76 0.898737
89 86 0.356466
89 88 0.667048
89 91 0.753086
90 2 0.915421
90 4 0.153656
90 6 0.128779
90 10 0.063280
90 19 0.624104
90 25 0.992376
90 26 0.392909
90 30 0.152608
90 32 0.394113
90 40 0.097079
90 45 0.637267
90 49 0.810161
90 51 0.342446
90 54 0.753443
90 71 0.960144
90 74 0.574629
90 81 0.242455
90 83 0.291559
90 86 0.175728
90 98 0.781439
91 14 0.213313
91 16 0.964137
91 25 0.870197
91 28 0.169027
91 30 0.844794
91 38 0.205980
91 39 0.124550
91 41 0.202905
91 47 0.029394
91 54 0.850555
91 76 0.968998
91 77 0.917144
91 79 0.092475
91 82 0.628910
91 89 0.753086
91 99 0.236260
92 1 0.962752
92 14 0.434145
92 15 0.173373
92 17 0.873346
92 23 0.775536
92 24 0.338133
92 30 0.950563
92 31 0.514788
92 32 0.615013
92 43 0.973072
92 44 0.900087
92 56 0.148277
92 58 0.968110
92 60 0.203301
92 63 0.133662
92 68 0.270234
92 70 0.169363
92 86 0.752912
92 96 0.110004
92 97 0.543305
92 99 0.196977
93 0 0.237098
93 8 0.750091
93 10 0.970699
93 11 0.831439
93 13 0.550110
93 14 0.183711
93 15 0.820675
93 21 0.627544
93 29 0.418073
93 33 0.682795
93 44 0.567975
93 48 0.694788
93 54 0.486455
93 65 0.647189
93 66 0.750943
93 70 0.330718
93 81 0.866994
93 96 0.205057
93 99 0.715909
94 11 0.197126
94 21 0.293756
94 24 0.142999
94 36 0.517406
94 43 0.597220
94 45 0.711925
94 47 0.123564
94 48 0.869368
94 53 0.375348
94 54 0.604896
94 58 0.471058
94 67 0.870999
94 69 0.735974
94 74 0.522202
94 85 0.056450
94 97 0.780883
95 0 0.846937
95 12 0.357585
95 13 0.643083
95 14 0.326407
95 24 0.868253
95 27 0.072368
95 29 0.616057
95 33 0.101174
95 36 0.898425
95 37 0.734838
95 39 0.533437
95 40 0.841155
95 43 0.481557
95 52 0.392089
95 63 0.100750
95 65 0.861176
95 71 0.658873
95 72 0.467622
95 78 0.116043
95 84 0.247260
95 86 0.329689
95 95 0.814617
96 0 0.515445
96 17 0.920011
96 18 0.946954
96 19 0.160253
96 24 0.245683
96 26 0.382761
96 30 0.198537
96 31 0.914951
96 34 0.628816
96 35 0.968280
96 40 0.437465
96 43 0.692061
96 47 0.602044
96 48 0.017843
96 84 0.223902
96 88 0.234781
96 92 0.110004
96 93 0.205057
97 3 0.802407
97 12 0.601607
97 19 0.423095
97 21 0.807058
97 25 0.986507
97 27 0.470389
97 39 0.864822
97 44 0.925933
97 56 0.799462
97 60 0.422120
97 66 0.970587
97 70 0.201787
97 73 0.631595
97 77 0.883392
97 92 0.543305
97 94 0.780883
98 1 0.580212
98 2 0.292663
98 10 0.443826
98 20 0.665004
98 23 0.496391
98 30 0.913522
98 31 0.081243
98 45 0.084983
98 49 0.013824
98 65 0.627815
98 67 0.010942
98 77 0.288911
98 80 0.656066
98 90 0.781439
99 10 0.178132
99 13 0.011900
99 15 0.272340
99 18 0.479201
99 25 0.485169
99 32 0.507552
99 34 0.109787
99 36 0.358157
99 37 0.242738
99 48 0.195513
99 56 0.019158
99 58 0.170897
99 59 0.118529
99 61 0.294573
99 63 0.819613
99 70 0.650695
99 73 0.061954
99 75 0.543309
99 91 0.236260
99 92 0.196977
99 93 0.715909
